36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
04:27:22.0 (9251588)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x364642ec
04:27:22.0 (9292979)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[{"s":2,"v":{"Id":"a0N36000000xneOEAQ","Name":"Andiy Lokotosh"}},{"s":3,"v":{"Id":"a0N36000000xneTEAQ","Name":"Jon Smith"}}]}|0x3ddf94a
04:27:22.0 (9316136)|VARIABLE_ASSIGNMENT|[3]|this.pers|{"s":1,"v":[{"s":2,"v":{"Id":"a0N36000000xneOEAQ","Name":"Andiy Lokotosh"}},{"s":3,"v":{"Id":"a0N36000000xneTEAQ","Name":"Jon Smith"}}]}|0x364642ec
04:27:22.0 (9325828)|STATEMENT_EXECUTE|[29]
04:27:22.0 (9360085)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a"}|0x364642ec
04:27:22.0 (9374568)|SYSTEM_MODE_EXIT|false
04:27:22.0 (9389455)|CODE_UNIT_FINISHED|DraftsToPersons invoke(getPersons)
04:27:22.0 (9408481)|CODE_UNIT_FINISHED|DraftsToPersons get(Persons)
04:27:22.0 (9638315)|CODE_UNIT_STARTED|[EXTERNAL]|01p360000074pQr|DraftsToPersons get(rowWrappers)
04:27:22.0 (9648237)|SYSTEM_MODE_ENTER|true
04:27:22.0 (9666420)|CODE_UNIT_STARTED|[EXTERNAL]|01p360000074pQr|DraftsToPersons invoke(getrowWrappers)
04:27:22.0 (9702441)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:20
04:27:22.0 (9711343)|VARIABLE_SCOPE_BEGIN|[41]|this|DraftsToPersons|true|false
04:27:22.0 (9733609)|VARIABLE_ASSIGNMENT|[41]|this|{"pers":"0x3ddf94a"}|0x364642ec
04:27:22.0 (9746190)|SYSTEM_MODE_ENTER|false
04:27:22.0 (9751659)|HEAP_ALLOCATE|[43]|Bytes:5
04:27:22.0 (9755870)|STATEMENT_EXECUTE|[42]
04:27:22.0 (9799767)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a"}|0x364642ec
04:27:22.0 (9812409)|STATEMENT_EXECUTE|[44]
04:27:22.0 (9814148)|STATEMENT_EXECUTE|[45]
04:27:22.0 (9820140)|HEAP_ALLOCATE|[45]|Bytes:4
04:27:22.0 (9945734)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a"}|0x364642ec
04:27:22.0 (9970208)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:27:22.0 (9980371)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x6c62d030
04:27:22.0 (9993181)|VARIABLE_ASSIGNMENT|[5]|this.rows|{"s":1,"v":[]}|0x364642ec
04:27:22.0 (10002306)|STATEMENT_EXECUTE|[48]
04:27:22.0 (10010092)|VARIABLE_SCOPE_BEGIN|[48]|idx|Integer|false|false
04:27:22.0 (10016144)|HEAP_ALLOCATE|[48]|Bytes:4
04:27:22.0 (10021686)|VARIABLE_ASSIGNMENT|[48]|idx|0
04:27:22.0 (10042291)|METHOD_ENTRY|[48]|01p360000074pQr|DraftsToPersons.getPersons()
04:27:22.0 (10054913)|VARIABLE_SCOPE_BEGIN|[22]|this|DraftsToPersons|true|false
04:27:22.0 (10075447)|VARIABLE_ASSIGNMENT|[22]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030"}|0x364642ec
04:27:22.0 (10084235)|HEAP_ALLOCATE|[24]|Bytes:5
04:27:22.0 (10087770)|STATEMENT_EXECUTE|[23]
04:27:22.0 (10109567)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030"}|0x364642ec
04:27:22.0 (10118382)|STATEMENT_EXECUTE|[24]
04:27:22.0 (10120158)|STATEMENT_EXECUTE|[29]
04:27:22.0 (10138099)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030"}|0x364642ec
04:27:22.0 (10148555)|METHOD_EXIT|[48]|01p360000074pQr|DraftsToPersons.getPersons()
04:27:22.0 (10198265)|STATEMENT_EXECUTE|[49]
04:27:22.0 (10200735)|STATEMENT_EXECUTE|[50]
04:27:22.0 (10233570)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030"}|0x364642ec
04:27:22.0 (10252350)|HEAP_ALLOCATE|[50]|Bytes:84
04:27:22.0 (10257658)|HEAP_ALLOCATE|[50]|Bytes:8
04:27:22.0 (10273253)|HEAP_ALLOCATE|[50]|Bytes:8
04:27:22.0 (10293075)|CONSTRUCTOR_ENTRY|[50]|01p360000074pQr|<init>()
04:27:22.0 (10311171)|VARIABLE_SCOPE_BEGIN|[73]|this|DraftsToPersons.RowWrapper|true|false
04:27:22.0 (10327612)|VARIABLE_ASSIGNMENT|[73]|this|{}|0x6dfc8bff
04:27:22.0 (10332022)|STATEMENT_EXECUTE|[67]
04:27:22.0 (10333700)|STATEMENT_EXECUTE|[70]
04:27:22.0 (10346150)|STATEMENT_EXECUTE|[74]
04:27:22.0 (10347894)|STATEMENT_EXECUTE|[75]
04:27:22.0 (10351757)|HEAP_ALLOCATE|[75]|Bytes:4
04:27:22.0 (10428421)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x6dfc8bff
04:27:22.0 (10456620)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:27:22.0 (10466341)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x38765512
04:27:22.0 (10479069)|VARIABLE_ASSIGNMENT|[70]|this.values|{"s":1,"v":[]}|0x6dfc8bff
04:27:22.0 (10493794)|CONSTRUCTOR_EXIT|[50]|01p360000074pQr|<init>()
04:27:22.0 (10513790)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:27:22.0 (10520994)|HEAP_ALLOCATE|[48]|Bytes:4
04:27:22.0 (10527445)|VARIABLE_ASSIGNMENT|[48]|idx|1
04:27:22.0 (10535100)|METHOD_ENTRY|[48]|01p360000074pQr|DraftsToPersons.getPersons()
04:27:22.0 (10539353)|VARIABLE_SCOPE_BEGIN|[22]|this|DraftsToPersons|true|false
04:27:22.0 (10558721)|VARIABLE_ASSIGNMENT|[22]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030"}|0x364642ec
04:27:22.0 (10567114)|HEAP_ALLOCATE|[24]|Bytes:5
04:27:22.0 (10570425)|STATEMENT_EXECUTE|[23]
04:27:22.0 (10596588)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030"}|0x364642ec
04:27:22.0 (10605898)|STATEMENT_EXECUTE|[24]
04:27:22.0 (10607725)|STATEMENT_EXECUTE|[29]
04:27:22.0 (10626378)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030"}|0x364642ec
04:27:22.0 (10636796)|METHOD_EXIT|[48]|01p360000074pQr|DraftsToPersons.getPersons()
04:27:22.0 (10648077)|STATEMENT_EXECUTE|[49]
04:27:22.0 (10649657)|STATEMENT_EXECUTE|[50]
04:27:22.0 (10668997)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030"}|0x364642ec
04:27:22.0 (10678647)|HEAP_ALLOCATE|[50]|Bytes:8
04:27:22.0 (10683395)|CONSTRUCTOR_ENTRY|[50]|01p360000074pQr|<init>()
04:27:22.0 (10687435)|VARIABLE_SCOPE_BEGIN|[73]|this|DraftsToPersons.RowWrapper|true|false
04:27:22.0 (10699154)|VARIABLE_ASSIGNMENT|[73]|this|{}|0xfaeedae
04:27:22.0 (10702509)|STATEMENT_EXECUTE|[67]
04:27:22.0 (10703745)|STATEMENT_EXECUTE|[70]
04:27:22.0 (10713630)|STATEMENT_EXECUTE|[74]
04:27:22.0 (10715473)|STATEMENT_EXECUTE|[75]
04:27:22.0 (10718707)|HEAP_ALLOCATE|[75]|Bytes:4
04:27:22.0 (10744406)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0xfaeedae
04:27:22.0 (10759271)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:27:22.0 (10767892)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x35650d99
04:27:22.0 (10778483)|VARIABLE_ASSIGNMENT|[70]|this.values|{"s":1,"v":[]}|0xfaeedae
04:27:22.0 (10791843)|CONSTRUCTOR_EXIT|[50]|01p360000074pQr|<init>()
04:27:22.0 (10804475)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:27:22.0 (10810725)|HEAP_ALLOCATE|[48]|Bytes:4
04:27:22.0 (10816982)|VARIABLE_ASSIGNMENT|[48]|idx|2
04:27:22.0 (10823904)|METHOD_ENTRY|[48]|01p360000074pQr|DraftsToPersons.getPersons()
04:27:22.0 (10827775)|VARIABLE_SCOPE_BEGIN|[22]|this|DraftsToPersons|true|false
04:27:22.0 (10846710)|VARIABLE_ASSIGNMENT|[22]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030"}|0x364642ec
04:27:22.0 (10854788)|HEAP_ALLOCATE|[24]|Bytes:5
04:27:22.0 (10858116)|STATEMENT_EXECUTE|[23]
04:27:22.0 (10878809)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030"}|0x364642ec
04:27:22.0 (10886867)|STATEMENT_EXECUTE|[24]
04:27:22.0 (10888477)|STATEMENT_EXECUTE|[29]
04:27:22.0 (10906082)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030"}|0x364642ec
04:27:22.0 (10916307)|METHOD_EXIT|[48]|01p360000074pQr|DraftsToPersons.getPersons()
04:27:22.0 (10927880)|STATEMENT_EXECUTE|[54]
04:27:22.0 (10931519)|VARIABLE_SCOPE_BEGIN|[54]|idx|Integer|false|false
04:27:22.0 (10934753)|HEAP_ALLOCATE|[54]|Bytes:4
04:27:22.0 (10940105)|VARIABLE_ASSIGNMENT|[54]|idx|0
04:27:22.0 (10949973)|METHOD_ENTRY|[54]|01p360000074pQr|DraftsToPersons.getTimes()
04:27:22.0 (10968884)|VARIABLE_SCOPE_BEGIN|[32]|this|DraftsToPersons|true|false
04:27:22.0 (10987332)|VARIABLE_ASSIGNMENT|[32]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030"}|0x364642ec
04:27:22.0 (10995728)|HEAP_ALLOCATE|[34]|Bytes:5
04:27:22.0 (10999323)|STATEMENT_EXECUTE|[33]
04:27:22.0 (11037838)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030"}|0x364642ec
04:27:22.0 (11049999)|STATEMENT_EXECUTE|[35]
04:27:22.0 (11051596)|STATEMENT_EXECUTE|[36]
04:27:22.0 (11055454)|HEAP_ALLOCATE|[36]|Bytes:39
04:27:22.0 (11061346)|HEAP_ALLOCATE|[36]|Bytes:4
04:27:22.0 (12760036)|SOQL_EXECUTE_BEGIN|[36]|Aggregations:0|SELECT id, Name FROM Time__c LIMIT 1000
04:27:22.0 (14811890)|SOQL_EXECUTE_END|[36]|Rows:2
04:27:22.0 (14827766)|HEAP_ALLOCATE|[36]|Bytes:12
04:27:22.0 (14840305)|HEAP_ALLOCATE|[36]|Bytes:76
04:27:22.0 (14864501)|HEAP_ALLOCATE|[36]|Bytes:12
04:27:22.0 (14914223)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030"}|0x364642ec
04:27:22.0 (14936138)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[{"s":2,"v":{"Id":"a0M36000000eCJfEAM","Name":"5"}},{"s":3,"v":{"Id":"a0M36000000eCJaEAM","Name":"4"}}]}|0x6617d542
04:27:22.0 (14955370)|VARIABLE_ASSIGNMENT|[4]|this.times|{"s":1,"v":[{"s":2,"v":{"Id":"a0M36000000eCJfEAM","Name":"5"}},{"s":3,"v":{"Id":"a0M36000000eCJaEAM","Name":"4"}}]}|0x364642ec
04:27:22.0 (14965009)|STATEMENT_EXECUTE|[39]
04:27:22.0 (15000549)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030","times":"0x6617d542"}|0x364642ec
04:27:22.0 (15015328)|METHOD_EXIT|[54]|01p360000074pQr|DraftsToPersons.getTimes()
04:27:22.0 (15064063)|STATEMENT_EXECUTE|[55]
04:27:22.0 (15066546)|STATEMENT_EXECUTE|[57]
04:27:22.0 (15101684)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030","times":"0x6617d542"}|0x364642ec
04:27:22.0 (15119479)|HEAP_ALLOCATE|[57]|Bytes:8
04:27:22.0 (15129935)|METHOD_ENTRY|[57]|01p360000074pQr|DraftsToPersons.getTimes()
04:27:22.0 (15134732)|VARIABLE_SCOPE_BEGIN|[32]|this|DraftsToPersons|true|false
04:27:22.0 (15153615)|VARIABLE_ASSIGNMENT|[32]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030","times":"0x6617d542"}|0x364642ec
04:27:22.0 (15162010)|HEAP_ALLOCATE|[34]|Bytes:5
04:27:22.0 (15165481)|STATEMENT_EXECUTE|[33]
04:27:22.0 (15186505)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030","times":"0x6617d542"}|0x364642ec
04:27:22.0 (15194709)|STATEMENT_EXECUTE|[34]
04:27:22.0 (15196400)|STATEMENT_EXECUTE|[39]
04:27:22.0 (15214265)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030","times":"0x6617d542"}|0x364642ec
04:27:22.0 (15224901)|METHOD_EXIT|[57]|01p360000074pQr|DraftsToPersons.getTimes()
04:27:22.0 (15254231)|HEAP_ALLOCATE|[57]|Bytes:12
04:27:22.0 (15296185)|METHOD_ENTRY|[57]|01p360000074pQr|DraftsToPersons.RowWrapper.addValue(String)
04:27:22.0 (15303993)|VARIABLE_SCOPE_BEGIN|[79]|this|DraftsToPersons.RowWrapper|true|false
04:27:22.0 (15320580)|VARIABLE_ASSIGNMENT|[79]|this|{"values":"0x38765512"}|0x6dfc8bff
04:27:22.0 (15324942)|VARIABLE_SCOPE_BEGIN|[79]|value|String|false|false
04:27:22.0 (15328698)|VARIABLE_ASSIGNMENT|[79]|value|"5"
04:27:22.0 (15332540)|STATEMENT_EXECUTE|[80]
04:27:22.0 (15333910)|STATEMENT_EXECUTE|[81]
04:27:22.0 (15370049)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"values":"0x38765512"}|0x6dfc8bff
04:27:22.0 (15397700)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:27:22.0 (15406867)|METHOD_EXIT|[57]|01p360000074pQr|DraftsToPersons.RowWrapper.addValue(String)
04:27:22.0 (15411008)|HEAP_ALLOCATE|[54]|Bytes:4
04:27:22.0 (15418090)|VARIABLE_ASSIGNMENT|[54]|idx|1
04:27:22.0 (15424993)|METHOD_ENTRY|[54]|01p360000074pQr|DraftsToPersons.getTimes()
04:27:22.0 (15429278)|VARIABLE_SCOPE_BEGIN|[32]|this|DraftsToPersons|true|false
04:27:22.0 (15448450)|VARIABLE_ASSIGNMENT|[32]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030","times":"0x6617d542"}|0x364642ec
04:27:22.0 (15456811)|HEAP_ALLOCATE|[34]|Bytes:5
04:27:22.0 (15460233)|STATEMENT_EXECUTE|[33]
04:27:22.0 (15481901)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030","times":"0x6617d542"}|0x364642ec
04:27:22.0 (15490000)|STATEMENT_EXECUTE|[34]
04:27:22.0 (15491621)|STATEMENT_EXECUTE|[39]
04:27:22.0 (15509452)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030","times":"0x6617d542"}|0x364642ec
04:27:22.0 (15520035)|METHOD_EXIT|[54]|01p360000074pQr|DraftsToPersons.getTimes()
04:27:22.0 (15530801)|STATEMENT_EXECUTE|[55]
04:27:22.0 (15532271)|STATEMENT_EXECUTE|[57]
04:27:22.0 (15551997)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030","times":"0x6617d542"}|0x364642ec
04:27:22.0 (15563276)|HEAP_ALLOCATE|[57]|Bytes:8
04:27:22.0 (15569305)|METHOD_ENTRY|[57]|01p360000074pQr|DraftsToPersons.getTimes()
04:27:22.0 (15573073)|VARIABLE_SCOPE_BEGIN|[32]|this|DraftsToPersons|true|false
04:27:22.0 (15591822)|VARIABLE_ASSIGNMENT|[32]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030","times":"0x6617d542"}|0x364642ec
04:27:22.0 (15600157)|HEAP_ALLOCATE|[34]|Bytes:5
04:27:22.0 (15603432)|STATEMENT_EXECUTE|[33]
04:27:22.0 (15625035)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030","times":"0x6617d542"}|0x364642ec
04:27:22.0 (15632862)|STATEMENT_EXECUTE|[34]
04:27:22.0 (15634470)|STATEMENT_EXECUTE|[39]
04:27:22.0 (15651953)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030","times":"0x6617d542"}|0x364642ec
04:27:22.0 (15662241)|METHOD_EXIT|[57]|01p360000074pQr|DraftsToPersons.getTimes()
04:27:22.0 (15680234)|HEAP_ALLOCATE|[57]|Bytes:12
04:27:22.0 (15694818)|METHOD_ENTRY|[57]|01p360000074pQr|DraftsToPersons.RowWrapper.addValue(String)
04:27:22.0 (15699564)|VARIABLE_SCOPE_BEGIN|[79]|this|DraftsToPersons.RowWrapper|true|false
04:27:22.0 (15715223)|VARIABLE_ASSIGNMENT|[79]|this|{"values":"0x35650d99"}|0xfaeedae
04:27:22.0 (15718377)|VARIABLE_SCOPE_BEGIN|[79]|value|String|false|false
04:27:22.0 (15721753)|VARIABLE_ASSIGNMENT|[79]|value|"4"
04:27:22.0 (15725013)|STATEMENT_EXECUTE|[80]
04:27:22.0 (15726256)|STATEMENT_EXECUTE|[81]
04:27:22.0 (15741922)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"values":"0x35650d99"}|0xfaeedae
04:27:22.0 (15758869)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:27:22.0 (15766825)|METHOD_EXIT|[57]|01p360000074pQr|DraftsToPersons.RowWrapper.addValue(String)
04:27:22.0 (15770325)|HEAP_ALLOCATE|[54]|Bytes:4
04:27:22.0 (15776613)|VARIABLE_ASSIGNMENT|[54]|idx|2
04:27:22.0 (15782669)|METHOD_ENTRY|[54]|01p360000074pQr|DraftsToPersons.getTimes()
04:27:22.0 (15786346)|VARIABLE_SCOPE_BEGIN|[32]|this|DraftsToPersons|true|false
04:27:22.0 (15804364)|VARIABLE_ASSIGNMENT|[32]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030","times":"0x6617d542"}|0x364642ec
04:27:22.0 (15811754)|HEAP_ALLOCATE|[34]|Bytes:5
04:27:22.0 (15814926)|STATEMENT_EXECUTE|[33]
04:27:22.0 (15835745)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030","times":"0x6617d542"}|0x364642ec
04:27:22.0 (15843604)|STATEMENT_EXECUTE|[34]
04:27:22.0 (15845216)|STATEMENT_EXECUTE|[39]
04:27:22.0 (15863167)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030","times":"0x6617d542"}|0x364642ec
04:27:22.0 (15873665)|METHOD_EXIT|[54]|01p360000074pQr|DraftsToPersons.getTimes()
04:27:22.0 (15884903)|STATEMENT_EXECUTE|[62]
04:27:22.0 (15917022)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pers":"0x3ddf94a","rows":"0x6c62d030","times":"0x6617d542"}|0x364642ec
04:27:22.0 (15931033)|SYSTEM_MODE_EXIT|false
04:27:22.0 (15945628)|CODE_UNIT_FINISHED|DraftsToPersons invoke(getrowWrappers)
04:27:22.0 (15965686)|CODE_UNIT_FINISHED|DraftsToPersons get(rowWrappers)
04:27:22.0 (16221806)|CODE_UNIT_STARTED|[EXTERNAL]|01p360000074pQr|values
04:27:22.0 (16241648)|CODE_UNIT_FINISHED|values
04:27:22.0 (16405398)|CODE_UNIT_STARTED|[EXTERNAL]|01p360000074pQr|values
04:27:22.0 (16421931)|CODE_UNIT_FINISHED|values
04:27:22.45 (45345866)|CUMULATIVE_LIMIT_USAGE
04:27:22.45 (45345866)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 2 out of 100
  Number of query rows: 4 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

04:27:22.45 (45345866)|CUMULATIVE_LIMIT_USAGE_END

04:27:22.0 (45444745)|CODE_UNIT_FINISHED|VF: /apex/DraftsToPersonTable
04:27:22.0 (46523789)|EXECUTION_FINISHED
