36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
03:17:37.0 (6190303)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x6b53e290
03:17:37.0 (6205206)|VARIABLE_ASSIGNMENT|[4]|this.head|{"s":1,"v":[]}|0x1860885
03:17:37.0 (6215433)|STATEMENT_EXECUTE|[52]
03:17:37.0 (6223667)|VARIABLE_SCOPE_BEGIN|[52]|idx|Integer|false|false
03:17:37.0 (6228417)|HEAP_ALLOCATE|[52]|Bytes:4
03:17:37.0 (6239937)|VARIABLE_ASSIGNMENT|[52]|idx|0
03:17:37.0 (6247652)|STATEMENT_EXECUTE|[53]
03:17:37.0 (6249018)|STATEMENT_EXECUTE|[54]
03:17:37.0 (6297509)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"head":"0x6b53e290"}|0x1860885
03:17:37.0 (6317293)|HEAP_ALLOCATE|[54]|Bytes:84
03:17:37.0 (6321851)|HEAP_ALLOCATE|[54]|Bytes:8
03:17:37.0 (6328048)|HEAP_ALLOCATE|[54]|Bytes:8
03:17:37.0 (6340828)|CONSTRUCTOR_ENTRY|[54]|01p360000074iI2|<init>()
03:17:37.0 (6348095)|VARIABLE_SCOPE_BEGIN|[92]|this|AccountTableWrapper.HeaderWrapper|true|false
03:17:37.0 (6365968)|VARIABLE_ASSIGNMENT|[92]|this|{}|0x104a608e
03:17:37.0 (6370125)|STATEMENT_EXECUTE|[86]
03:17:37.0 (6371606)|STATEMENT_EXECUTE|[89]
03:17:37.0 (6384477)|STATEMENT_EXECUTE|[93]
03:17:37.0 (6386174)|STATEMENT_EXECUTE|[94]
03:17:37.0 (6392818)|HEAP_ALLOCATE|[94]|Bytes:4
03:17:37.0 (6456522)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x104a608e
03:17:37.0 (6484273)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
03:17:37.0 (6495488)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x41a99c10
03:17:37.0 (6508592)|VARIABLE_ASSIGNMENT|[89]|this.values|{"s":1,"v":[]}|0x104a608e
03:17:37.0 (6520322)|CONSTRUCTOR_EXIT|[54]|01p360000074iI2|<init>()
03:17:37.0 (6545901)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
03:17:37.0 (6557172)|HEAP_ALLOCATE|[52]|Bytes:4
03:17:37.0 (6567162)|VARIABLE_ASSIGNMENT|[52]|idx|1
03:17:37.0 (6572440)|STATEMENT_EXECUTE|[53]
03:17:37.0 (6573722)|STATEMENT_EXECUTE|[54]
03:17:37.0 (6600146)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"head":"0x6b53e290"}|0x1860885
03:17:37.0 (6611181)|HEAP_ALLOCATE|[54]|Bytes:8
03:17:37.0 (6619180)|CONSTRUCTOR_ENTRY|[54]|01p360000074iI2|<init>()
03:17:37.0 (6624573)|VARIABLE_SCOPE_BEGIN|[92]|this|AccountTableWrapper.HeaderWrapper|true|false
03:17:37.0 (6639775)|VARIABLE_ASSIGNMENT|[92]|this|{}|0x4695d79
03:17:37.0 (6643222)|STATEMENT_EXECUTE|[86]
03:17:37.0 (6644476)|STATEMENT_EXECUTE|[89]
03:17:37.0 (6655253)|STATEMENT_EXECUTE|[93]
03:17:37.0 (6656886)|STATEMENT_EXECUTE|[94]
03:17:37.0 (6659979)|HEAP_ALLOCATE|[94]|Bytes:4
03:17:37.0 (6685614)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x4695d79
03:17:37.0 (6700186)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
03:17:37.0 (6710658)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x47e4136a
03:17:37.0 (6721815)|VARIABLE_ASSIGNMENT|[89]|this.values|{"s":1,"v":[]}|0x4695d79
03:17:37.0 (6732442)|CONSTRUCTOR_EXIT|[54]|01p360000074iI2|<init>()
03:17:37.0 (6746348)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
03:17:37.0 (6754041)|HEAP_ALLOCATE|[52]|Bytes:4
03:17:37.0 (6760125)|VARIABLE_ASSIGNMENT|[52]|idx|2
03:17:37.0 (6764804)|STATEMENT_EXECUTE|[53]
03:17:37.0 (6766080)|STATEMENT_EXECUTE|[54]
03:17:37.0 (6793430)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"head":"0x6b53e290"}|0x1860885
03:17:37.0 (6811532)|HEAP_ALLOCATE|[54]|Bytes:8
03:17:37.0 (6823742)|CONSTRUCTOR_ENTRY|[54]|01p360000074iI2|<init>()
03:17:37.0 (6832090)|VARIABLE_SCOPE_BEGIN|[92]|this|AccountTableWrapper.HeaderWrapper|true|false
03:17:37.0 (6857905)|VARIABLE_ASSIGNMENT|[92]|this|{}|0x4a204e9a
03:17:37.0 (6864433)|STATEMENT_EXECUTE|[86]
03:17:37.0 (6866811)|STATEMENT_EXECUTE|[89]
03:17:37.0 (6884769)|STATEMENT_EXECUTE|[93]
03:17:37.0 (6886911)|STATEMENT_EXECUTE|[94]
03:17:37.0 (6890405)|HEAP_ALLOCATE|[94]|Bytes:4
03:17:37.0 (6919443)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x4a204e9a
03:17:37.0 (6933769)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
03:17:37.0 (6944724)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x696d5f38
03:17:37.0 (6955593)|VARIABLE_ASSIGNMENT|[89]|this.values|{"s":1,"v":[]}|0x4a204e9a
03:17:37.0 (6966262)|CONSTRUCTOR_EXIT|[54]|01p360000074iI2|<init>()
03:17:37.0 (6979443)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
03:17:37.0 (6986833)|HEAP_ALLOCATE|[52]|Bytes:4
03:17:37.0 (6993007)|VARIABLE_ASSIGNMENT|[52]|idx|3
03:17:37.0 (6997742)|STATEMENT_EXECUTE|[53]
03:17:37.0 (6998971)|STATEMENT_EXECUTE|[54]
03:17:37.0 (7023272)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"head":"0x6b53e290"}|0x1860885
03:17:37.0 (7037929)|HEAP_ALLOCATE|[54]|Bytes:8
03:17:37.0 (7045420)|CONSTRUCTOR_ENTRY|[54]|01p360000074iI2|<init>()
03:17:37.0 (7050786)|VARIABLE_SCOPE_BEGIN|[92]|this|AccountTableWrapper.HeaderWrapper|true|false
03:17:37.0 (7066332)|VARIABLE_ASSIGNMENT|[92]|this|{}|0x272155f9
03:17:37.0 (7069665)|STATEMENT_EXECUTE|[86]
03:17:37.0 (7070826)|STATEMENT_EXECUTE|[89]
03:17:37.0 (7081300)|STATEMENT_EXECUTE|[93]
03:17:37.0 (7082872)|STATEMENT_EXECUTE|[94]
03:17:37.0 (7085952)|HEAP_ALLOCATE|[94]|Bytes:4
03:17:37.0 (7110864)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x272155f9
03:17:37.0 (7124095)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
03:17:37.0 (7134196)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x40396d34
03:17:37.0 (7144692)|VARIABLE_ASSIGNMENT|[89]|this.values|{"s":1,"v":[]}|0x272155f9
03:17:37.0 (7155027)|CONSTRUCTOR_EXIT|[54]|01p360000074iI2|<init>()
03:17:37.0 (7167818)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
03:17:37.0 (7174941)|HEAP_ALLOCATE|[52]|Bytes:4
03:17:37.0 (7180909)|VARIABLE_ASSIGNMENT|[52]|idx|4
03:17:37.0 (7186613)|STATEMENT_EXECUTE|[58]
03:17:37.0 (7190613)|VARIABLE_SCOPE_BEGIN|[58]|idx|Integer|false|false
03:17:37.0 (7194373)|HEAP_ALLOCATE|[58]|Bytes:4
03:17:37.0 (7198458)|VARIABLE_ASSIGNMENT|[58]|idx|0
03:17:37.0 (7212363)|METHOD_ENTRY|[58]|01p360000074iI2|AccountTableWrapper.getAccounts()
03:17:37.0 (7242373)|VARIABLE_SCOPE_BEGIN|[9]|this|AccountTableWrapper|true|false
03:17:37.0 (7264311)|VARIABLE_ASSIGNMENT|[9]|this|{"head":"0x6b53e290"}|0x1860885
03:17:37.0 (7273363)|HEAP_ALLOCATE|[11]|Bytes:5
03:17:37.0 (7277518)|STATEMENT_EXECUTE|[10]
03:17:37.0 (7338361)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"head":"0x6b53e290"}|0x1860885
03:17:37.0 (7356744)|STATEMENT_EXECUTE|[12]
03:17:37.0 (7359718)|STATEMENT_EXECUTE|[13]
03:17:37.0 (7365230)|HEAP_ALLOCATE|[13]|Bytes:141
03:17:37.0 (7384074)|HEAP_ALLOCATE|[13]|Bytes:4
03:17:37.0 (8179802)|SOQL_EXECUTE_BEGIN|[13]|Aggregations:0|SELECT id, Name, BillingStreet, BillingCity, BillingPostalCode FROM Account WHERE (BillingCity != NULL AND BillingPostalCode != NULL) LIMIT 3
03:17:37.0 (12270473)|SOQL_EXECUTE_END|[13]|Rows:3
03:17:37.0 (12295841)|HEAP_ALLOCATE|[13]|Bytes:16
03:17:37.0 (12317930)|HEAP_ALLOCATE|[13]|Bytes:417
03:17:37.0 (12394514)|HEAP_ALLOCATE|[13]|Bytes:16
03:17:37.0 (12438833)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"head":"0x6b53e290"}|0x1860885
03:17:37.0 (12478275)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[{"s":2,"v":{"Id":"0013600000CWofeAAD","Name":"Google inc","BillingStreet":"Green st.","BillingCity":"LA","BillingPostalCode":"442234"}},{"s":3,"v":{"Id":"00136000003VQw8AAG","Name":"Burlington Textiles  (15 more) ...","BillingStreet":"525 S. Lexington Ave","BillingCity":"Burlington","BillingPostalCode":"27215"}},{"s":4,"v":{"Id":"00136000003VQw9AAG","Name":"Pyramid Construction (5 more) ...","BillingStreet":"2 Place Jussieu","BillingCity":"Paris","BillingPostalCode":"75251"}}]}|0xcfd891d
03:17:37.0 (12513722)|VARIABLE_ASSIGNMENT|[2]|this.accs|{"s":1,"v":[{"s":2,"v":{"Id":"0013600000CWofeAAD","Name":"Google inc","BillingStreet":"Green st.","BillingCity":"LA","BillingPostalCode":"442234"}},{"s":3,"v":{"Id":"00136000003VQw8AAG","Name":"Burlington Textiles  (15 more) ...","BillingStreet":"525 S. Lexington Ave","BillingCity":"Burlington","BillingPostalCode":"27215"}},{"s":4,"v":{"Id":"00136000003VQw9AAG","Name":"Pyramid Construction (5 more) ...","BillingStreet":"2 Place Jussieu","BillingCity":"Paris","BillingPostalCode":"75251"}}]}|0x1860885
03:17:37.0 (12525438)|STATEMENT_EXECUTE|[17]
03:17:37.0 (12574943)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"accs":"0xcfd891d","head":"0x6b53e290"}|0x1860885
03:17:37.0 (12590367)|METHOD_EXIT|[58]|01p360000074iI2|AccountTableWrapper.getAccounts()
03:17:37.0 (12653335)|STATEMENT_EXECUTE|[59]
03:17:37.0 (12655888)|STATEMENT_EXECUTE|[60]
03:17:37.0 (12705130)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"accs":"0xcfd891d","head":"0x6b53e290"}|0x1860885
03:17:37.0 (12781959)|HEAP_ALLOCATE|[60]|Bytes:41
03:17:37.0 (12803893)|SYSTEM_MODE_EXIT|false
03:17:37.0 (12953904)|FATAL_ERROR|System.NullPointerException: Attempt to de-reference a null object

Class.AccountTableWrapper.getHeaderWrappers: line 60, column 1
03:17:37.0 (12977809)|CODE_UNIT_FINISHED|AccountTableWrapper invoke(getHeaderWrappers)
03:17:37.0 (13056550)|CODE_UNIT_FINISHED|AccountTableWrapper get(HeaderWrappers)
03:17:37.701 (701851940)|CUMULATIVE_LIMIT_USAGE
03:17:37.701 (701851940)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 1 out of 100
  Number of query rows: 3 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

03:17:37.701 (701851940)|CUMULATIVE_LIMIT_USAGE_END

03:17:37.0 (701958393)|CODE_UNIT_FINISHED|VF: /apex/AccountTabWrap
03:17:37.0 (702963283)|EXECUTION_FINISHED
